username,profile_link,city,state,country,recent_ride_locations,admin_region,is_regional_admin
ccengland,https://www.trailforks.com/profile/ccengland,Minneapolis,Minnesota,USA,"['Marquette', 'Lebanon Hills', 'Minneapolis', 'Murphy-Hanrehan Park', 'Monarch - Carver Park Reserve', 'Theodore Wirth Park', 'Back 40', 'Slaughter Pen Trails', 'Rogers', 'Park Spring Park', 'Blowing Springs', 'Redhead Mountain Bike Park', 'Kinnickinnic State Park', 'Whitetail Ridge', 'Willow River State Park', 'Metro Region', 'Mount Kato', 'Cuyuna', 'Cuyuna Country State Recreation Area', 'Split Rock Wilds', 'Britton Peak', 'Minnetonka', 'Elm Creek Park', 'Pinehurst Park', 'Lone Lake Park', 'Crosby', 'West Lake Marion Park', 'Shakopee', 'Xcel Energy Mountain Bike Park', 'Canmore Nordic Centre', 'Three Sisters Mountain Village', 'Montane', 'Canmore', 'Banff', 'Quarry Lake Trails', 'Cottage Grove Bike Park', 'Piedmont & Brewer', 'Carver Lake Park', 'Columbia Valley', 'Highline', 'Horseshoe / G8', 'Cranbrook Community Forest', 'Post Canyon', 'Canfield Mountain Trail System', 'Copper City', 'Bozeman', 'Medora', 'Tioga Recreation Area', 'American Legion Memorial Park', 'Chequamegon Area (CAMBA)', 'Battle Creek', 'St. Paul', 'Minnesota River Bottoms', 'Bloomington', 'Seeley', 'Hospital Trails', 'Bertram Chain of Lakes', 'Elk River', 'Rockford', 'Sunfish Lake Park', 'Lake Rebecca', 'Montiview Park - Mountain Bike Challenge Course', 'Kicking Horse Bike Park &nearr;', 'West Bragg Creek']","{'region_link': '', 'region_name': ''}",False
TroyRides,https://www.trailforks.com/profile/TroyRides,Lakeville,Minnesota,USA,[],"{'region_link': '', 'region_name': ''}",False
violed23,https://www.trailforks.com/profile/violed23,unknown,unknown,unknown,"['Lebanon Hills', 'Dogtown Cluster', 'Terrace Oaks', 'Whitetail Ridge', 'Chequamegon Area (CAMBA)', 'Hayward', 'Webb Lake', 'Wildcat Mountain Bike Trail', 'Eagan', 'West Lake Marion Park', 'Murphy-Hanrehan Park', 'Hayward Area Memorial Hospital Trails (CAMBA)', 'Monarch - Carver Park Reserve', 'Minnesota River Bottoms', 'Cuyuna Country State Recreation Area', 'Elm Creek Park', 'Gatlinburg']","{'region_link': '', 'region_name': ''}",False
Ollie218,https://www.trailforks.com/profile/Ollie218,Richfield,Minnesota,USA,[],"{'region_link': '', 'region_name': ''}",False
LisaSlow,https://www.trailforks.com/profile/LisaSlow,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Rustal,https://www.trailforks.com/profile/Rustal,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Jdurbin7232,https://www.trailforks.com/profile/Jdurbin7232,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
mountainbikegeezer,https://www.trailforks.com/profile/mountainbikegeezer,Northfield,Minnesota,USA,"['Northfield', 'Faribault', 'Ontonagon', 'Copper Harbor', 'Copper Harbor Trail System', 'Grand Marais', 'Picture Rocks National Lakeshore', 'West Lake Marion Park', 'Kinnickinnic State Park', 'Willow River State Park', 'North Loop (Jail Trail)', 'Xcel Energy Mountain Bike Park', 'Kiwanis Recreation Area', 'Cuyuna Country State Recreation Area', 'Irondale Township']","{'region_link': '', 'region_name': ''}",False
ZtU0Ge,https://www.trailforks.com/profile/ZtU0Ge,unknown,unknown,unknown,"['Green Valley', 'Marquette', 'St. Paul', 'Minneapolis', 'Roseville', 'Theodore Wirth Park', 'Sunfish Lake Park', 'Metro Region', 'Carver Lake Park', 'Battle Creek', 'Maple Grove', 'Cuyuna Country State Recreation Area', 'Tioga Recreation Area', 'Ringle Trails', 'Mankato', 'Minnetonka', 'West Lake Marion Park', 'Whitetail Ridge', 'Britton Peak', 'Metro']","{'region_link': '', 'region_name': ''}",False
Lyonca12,https://www.trailforks.com/profile/Lyonca12,unknown,unknown,unknown,"['Waconia', 'Marquette', 'Minneapolis', 'Carver County', 'Cuyuna', 'Cuyuna Country State Recreation Area', 'West Lake Marion Park', 'Theodore Wirth Park', 'Lebanon Hills', 'Murphy-Hanrehan Park', 'Emma Carlin Trails', 'Battle Creek', 'Hillside City Park', 'Redhead Mountain Bike Park', 'Bertram Chain of Lakes', 'Monticello', 'Whitetail Ridge', 'Carver Lake Park', 'Woodbury', 'Lester Park', 'Piedmont & Brewer', 'Mission Creek', 'Crosby', 'Elm Creek Park', 'Lake Rebecca', 'Vasquez', 'Crested Butte', 'Monarch - Carver Park Reserve', 'North Table Mountain Park', 'Savage', 'Chaska', 'Elk River']","{'region_link': '', 'region_name': ''}",False
Dirtbrakes,https://www.trailforks.com/profile/Dirtbrakes,Bloomington,Minnesota,USA,"['Minnesota River Bottoms', 'Xcel Energy Mountain Bike Park', 'Bloomington', 'Elm Creek Park', 'Elk River', 'Battle Creek', 'Springvale Park', 'Haunted Forest', 'Cambridge', 'Lakewood', 'Minneapolis', 'Cottage Grove Bike Park', 'West Lake Marion Park', 'Theodore Wirth Park', 'Lebanon Hills', 'Monarch - Carver Park Reserve', 'Cottage Grove', 'Sunfish Lake Park', 'Tofte', 'Coon Rapids', 'Carver Lake Park', 'Roseville', 'Cuyuna Country State Recreation Area', 'Lone Lake Park', 'Salem Hills', 'Goodyear', 'Glendale', 'Silver Creek Trails', 'Hillside City Park', 'Bertram Chain of Lakes', 'Chaska', 'Bethel Haunted Trail', 'Pincushion Mountain Bike Trails', 'Silver Bay', 'Woodbury', 'Inver Grove Heights', 'St. Paul', 'Grand Rapids', 'Whitetail Ridge', 'Spirit Mountain', 'Britton Peak', 'Lakeville', 'Minnesota River Trail', 'Welch Village MTB Park &nearr;', 'Murphy-Hanrehan Park', 'Bertram Lake', 'Buck Hill', 'Crystal Bridges', 'Copper Harbor Trail System', 'Slaughter Pen Trails', 'Park Spring Park', 'Coler Preserve', 'Spirit Mountain &nearr;', 'Lester Park', 'Lake Rebecca', 'Eagan']","{'region_link': '', 'region_name': ''}",False
jasonkerber,https://www.trailforks.com/profile/jasonkerber,unknown,unknown,unknown,"['Elm Creek Park', 'Champlin', 'Lake Rebecca', 'Bertram Chain of Lakes', 'Cuyuna Country State Recreation Area', 'Carver Lake Park', 'Lake Elmo Park Reserve', 'West Lake Marion Park', 'Haunted Forest', 'Hillside City Park']","{'region_link': '', 'region_name': ''}",False
marcoaml78,https://www.trailforks.com/profile/marcoaml78,St. Paul,Minnesota,USA,"['Carver Lake Park', 'Lebanon Hills', 'Roseville', 'Minneapolis', 'Battle Creek', 'Marquette', 'Elm Creek Park', 'Chequamegon Area (CAMBA)', 'Lenroot', 'Metro Region', 'Murphy-Hanrehan Park', 'Cottage Grove', 'Stillwater', 'Giants Ridge', 'Tioga Recreation Area', 'Redhead Mountain Bike Park', 'Mission Creek', 'Theodore Wirth Park', 'Sunfish Lake Park', 'Lutsen', 'Governor Dodge State Park', 'Monterrey', 'Huasteca', 'Chipinque', 'Jalpan de Serra', 'Metro', 'Reservoir Woods Park', 'Seeley', 'Cable', 'Whitetail Ridge', 'Northfield', 'St. Paul', 'Inver Grove Heights', 'Woolly Trails', 'Lake Elmo', 'Park Spring Park', 'Little Sugar', 'Crystal Bridges', 'Slaughter Pen Trails', 'Dry Creek', 'Broken Arrow', 'Carroll Canyon', 'Bloomington', 'Cuyuna Country State Recreation Area', 'Minnesota River Bottoms', 'Tofte', 'Telemark', 'West Lake Marion MTB Trails', 'Eagan', 'Namakagon', 'Welch Village MTB Park', 'Bentonville', 'Back 40', 'Rock Lake State Nature Area']","{'region_link': '', 'region_name': ''}",False
men10,https://www.trailforks.com/profile/men10,unknown,unknown,unknown,"['Winona', 'Redhead Mountain Bike Park', 'Mount Kato', 'Mount Kato &nearr;', 'Lake Park', 'Gamehaven', 'Whitetail Ridge', 'Van Peenen Park', 'Shakopee', 'Xcel Energy Mountain Bike Park', 'Hixon Forest - Lower and Upper', 'Irondale Township', 'Cuyuna Country State Recreation Area', 'Murphy-Hanrehan Park', 'Park Spring Park', 'Crystal Bridges', 'Bentonville', 'Little Sugar', 'Coler Preserve', 'Lebanon Hills', 'Levis -Trow Mound', 'Cherry Hill', 'Austin', 'West Lake Marion Park', 'Gateway Trails', 'McLeod County', 'Bluffside Park', 'Grandad Bluff Trails Project', 'Blowing Springs', 'Kiwanis Recreation Area', 'Rochester', 'River Falls', 'Hospital Trails', 'Cable', 'Owatonna']","{'region_link': '', 'region_name': ''}",False
Wsolo,https://www.trailforks.com/profile/Wsolo,unknown,unknown,unknown,"['Whitetail Ridge', 'Bethel', 'Theodore Wirth Park', 'Monarch - Carver Park Reserve', 'Lebanon Hills', 'Southwest Ridge', 'Da Burbs', 'Mt. Charleston', 'Cottonwood Valley', 'Bootleg Canyon', 'Cowboy Trails', 'Twilight Zone', 'Lester Park', 'Cuyuna Country State Recreation Area', 'Redhead Mountain Bike Park', 'Elm Creek Park', 'Sunfish Lake Park', 'Minneapolis', 'Bertram Chain of Lakes', 'Hixon Forest - Lower and Upper', 'Gateway Trails', 'Metro', 'Las Vegas', 'Lake Rebecca', 'Roseville', 'Stillwater', 'Murphy-Hanrehan Park', 'La Crosse', 'Haunted Forest', 'Champlin', 'Chaska', 'Lake Park', 'Red Wing', 'Nisswa', 'West Lake Marion MTB Trails']","{'region_link': '', 'region_name': ''}",False
Teamdadbod,https://www.trailforks.com/profile/Teamdadbod,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Arntz,https://www.trailforks.com/profile/Arntz,unknown,unknown,unknown,"['Eagan', 'Burnsville', 'Area 178', 'Chippewa Falls', 'Keystone', 'Stanley County', 'Web Lake', 'Lebanon Hills', 'West Lake Marion Park', 'Lowes Creek County Park', 'Eau Claire', 'West Lake Marion MTB Trails', 'Murphy-Hanrehan Park', 'Savage']","{'region_link': '', 'region_name': ''}",False
LJoyrider,https://www.trailforks.com/profile/LJoyrider,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
jrwoff,https://www.trailforks.com/profile/jrwoff,unknown,unknown,unknown,"['Xcel Energy Mountain Bike Park', 'Lone Lake Park', 'Marquette', 'Hawks Ridge', 'West Lake Marion Park', 'Monarch - Carver Park Reserve', 'Elm Creek Park', 'Murphy-Hanrehan Park', 'U.S. National Whitewater Center', 'Lebanon Hills', 'Chaska', 'Bloomington', 'Theodore Wirth Park', 'Minnesota River Bottoms', 'Burnsville']","{'region_link': '', 'region_name': ''}",False
3rdGeer,https://www.trailforks.com/profile/3rdGeer,Le Sueur,Minnesota,USA,"['Monarch - Carver Park Reserve', 'Cuyuna Country State Recreation Area', 'Henderson', 'Lebanon Hills', 'Little Sugar', 'Blowing Springs', 'Coler Mountain Bike Preserve', 'Piedmont & Brewer', 'Lester Park Trails', 'Split Rock Wilds', 'Eagan', 'Murphy-Hanrehan Park', 'Elm Creek Park', 'Mankato', 'Ney Nature Center', 'Mount Kato &nearr;', 'Crystal Bridges', 'Slaughter Pen Trails', 'Kiwanis Recreation Area', 'Xcel Energy Mountain Bike Park', 'Bloomington', 'Floyd Hill Open Space', 'Amasa Back', 'La Sal Mountains', 'Lunch Loops', 'Theodore Wirth Park', 'Cottage Grove', 'West Lake Marion Park', 'Spirit Mountain &nearr;', 'Bertram Chain of Lakes', 'Lakeville', 'Saint Peter', 'Tioga Recreation Area', 'Redhead Mountain Bike Park', 'Lakewood', 'Monticello', 'Coler Preserve', 'North Mankato', 'Prior Lake', 'Carver Park Reserve', 'Lake Rebecca', 'Rockville', 'Wire Mesa', 'Hurricane Cliffs', 'Methodist Mountain Trail System', 'Salida', 'Midland Trail System', 'Coon Rapids', 'West Lake Marion MTB Trails', 'Grand Rapids', 'Whitetail Ridge', 'Battle Creek', 'Rocky Knob Park', 'Arkansas Hills Trails', 'Welch Village MTB Park &nearr;', 'Minnesota River Bottoms', 'Eagan Bike Park', 'Baxter', 'Spirit Mountain', 'Mission Creek', 'Woolly Trails', 'Bertram Lake', 'Mount Kato', 'Peninsula State Park', 'Seven Mile Creek', 'Traverse des Sioux Park']","{'region_link': '', 'region_name': ''}",False
